gene.id,chr,start,end,length,mean,median,sd,q0,q25,q50,q75,q100
ENSG00000265429.3,chr2,113721289,113721368,79,NaN,,,,,,,
ENSG00000244063.1,chr2,113829389,113831119,1730,NaN,,,,,,,
ENSG00000228857.2,chr2,113831048,113843356,12308,NaN,,,,,,,
ENSG00000270019.1,chr2,113888202,113889750,1548,NaN,,,,,,,
ENSG00000115091.12,chr2,113890062,113962596,72534,434.85,459.5,59.83,297,384,459.5,481.25,511
ENSG00000279957.1,chr2,113904085,113905258,1173,NaN,,,,,,,
ENSG00000234199.3,chr2,113970718,114007304,36586,NaN,,,,,,,
ENSG00000243179.1,chr2,113979908,113983258,3350,NaN,,,,,,,
ENSG00000212182.2,chr2,114005439,114005655,216,NaN,,,,,,,
ENSG00000286513.1,chr2,114114678,114117390,2712,NaN,,,,,,,
ENSG00000235242.1,chr2,114122273,114123293,1020,NaN,,,,,,,
ENSG00000231926.1,chr2,114260049,114261226,1177,NaN,,,,,,,
ENSG00000222923.1,chr2,114420124,114420302,178,NaN,,,,,,,
ENSG00000175497.17,chr2,114442298,115845780,1403482,NaN,,,,,,,
ENSG00000231538.1,chr2,114828431,114833548,5117,NaN,,,,,,,
ENSG00000235717.1,chr2,114833829,114835588,1759,NaN,,,,,,,
ENSG00000286776.1,chr2,115079353,115099092,19739,NaN,,,,,,,
ENSG00000235026.6,chr2,115126621,115161384,34763,NaN,,,,,,,
ENSG00000230391.1,chr2,115468055,115468938,883,NaN,,,,,,,
ENSG00000287451.1,chr2,115835128,115940291,105163,NaN,,,,,,,
ENSG00000271667.1,chr2,116687217,116687387,170,NaN,,,,,,,
ENSG00000224869.1,chr2,116726452,116726771,319,NaN,,,,,,,
ENSG00000226341.1,chr2,116751157,116751648,491,NaN,,,,,,,
ENSG00000235871.1,chr2,116818085,116818761,676,NaN,,,,,,,
ENSG00000230158.1,chr2,117023917,117024867,950,NaN,,,,,,,
ENSG00000230950.1,chr2,117025076,117026118,1042,NaN,,,,,,,
ENSG00000228898.1,chr2,117026536,117027024,488,NaN,,,,,,,
ENSG00000239185.1,chr2,117139714,117139775,61,NaN,,,,,,,
ENSG00000227291.1,chr2,117180891,117181562,671,NaN,,,,,,,
ENSG00000286370.1,chr2,117536386,117539464,3078,NaN,,,,,,,
ENSG00000238207.2,chr2,117754138,117804174,50036,NaN,,,,,,,
ENSG00000088205.13,chr2,117814690,117832377,17687,NaN,,,,,,,
ENSG00000236255.2,chr2,117833936,117841658,7722,NaN,,,,,,,
ENSG00000125631.7,chr2,117859426,117934942,75516,NaN,,,,,,,
ENSG00000125633.11,chr2,117915477,118014133,98656,NaN,,,,,,,
ENSG00000224967.1,chr2,117934024,117934789,765,NaN,,,,,,,
ENSG00000235066.7,chr2,117995396,118055033,59637,NaN,,,,,,,
ENSG00000272895.1,chr2,117998744,117999480,736,NaN,,,,,,,
ENSG00000279227.1,chr2,118014173,118015673,1500,NaN,,,,,,,
ENSG00000243510.3,chr2,118016384,118016669,285,NaN,,,,,,,
ENSG00000125629.15,chr2,118088451,118110997,22546,15.98,13,7.61,1,11,13,23,40
ENSG00000226856.7,chr2,118132127,118222250,90123,1.46,1,0.84,1,1,1,1,3
ENSG00000258910.3,chr2,118766964,118835110,68146,2,2,0,2,2,2,2,2
ENSG00000163064.7,chr2,118842170,118847648,5478,NaN,,,,,,,
ENSG00000019169.10,chr2,118942165,118994660,52495,12.12,5,9.59,1,4,5,20,45
ENSG00000259094.1,chr2,118949305,118952983,3678,4.09,4,0.42,4,4,4,4,7
ENSG00000144119.4,chr2,119156242,119158751,2509,NaN,,,,,,,
ENSG00000264833.1,chr2,119169821,119170115,294,NaN,,,,,,,
ENSG00000115107.20,chr2,119223830,119265652,41822,6.15,5,2.47,1,4,5,9,17
ENSG00000229867.2,chr2,119244421,119270714,26293,6.55,5,2.61,1,5,5,9,17
ENSG00000186132.15,chr2,119302224,119366834,64610,16.16,13,6.73,1,9,13,24,32
ENSG00000155368.16,chr2,119366920,119372560,5640,334.45,332,63.53,1,324,332,337,505
ENSG00000171227.7,chr2,119429900,119438504,8604,1,1,0,1,1,1,1,1
ENSG00000080293.10,chr2,119439842,119525301,85459,NaN,,,,,,,
ENSG00000231013.2,chr2,119476427,119487346,10919,NaN,,,,,,,
ENSG00000163075.13,chr2,119544431,119662251,117820,NaN,,,,,,,
ENSG00000144120.13,chr2,119679166,119686507,7341,7.09,4,5.74,1,2,4,13,19
ENSG00000229326.3,chr2,119698622,119700151,1529,1.56,2,0.5,1,1,2,2,2
ENSG00000088179.9,chr2,119759921,119984899,224978,24.44,20,14.33,1,17,20,27,84
ENSG00000233741.1,chr2,119993198,119993611,413,NaN,,,,,,,
ENSG00000115109.14,chr2,120013076,120179119,166043,2.48,3,1.2,1,1,3,3,9
ENSG00000224789.1,chr2,120174884,120216544,41660,2.04,1,1.47,1,1,1,3,7
ENSG00000202046.1,chr2,120192244,120192357,113,NaN,,,,,,,
ENSG00000236878.1,chr2,120211053,120211715,662,1,1,0,1,1,1,1,1
ENSG00000227788.1,chr2,120211726,120212862,1136,1,1,0,1,1,1,1,1
ENSG00000233286.1,chr2,120212934,120213275,341,NaN,,,,,,,
ENSG00000243104.1,chr2,120213343,120213631,288,1,1,0,1,1,1,1,1
ENSG00000234065.2,chr2,120213630,120214989,1359,1.28,1,0.45,1,1,1,2,2
ENSG00000223549.1,chr2,120215180,120217279,2099,1.34,1,0.47,1,1,1,2,2
ENSG00000226479.4,chr2,120217478,120223400,5922,18.22,17,8.42,2,12,17,22,59
ENSG00000144118.14,chr2,120240063,120294710,54647,124.53,157,98.87,1,1,157,191,312
ENSG00000235840.1,chr2,120319006,120326298,7292,1.44,1,0.5,1,1,1,2,2
ENSG00000163083.6,chr2,120346135,120351803,5668,1.62,2,0.49,1,1,2,2,2
ENSG00000280409.1,chr2,120464334,120466218,1884,NaN,,,,,,,
ENSG00000237614.3,chr2,120542904,120545249,2345,NaN,,,,,,,
ENSG00000232140.2,chr2,120552480,120558119,5639,NaN,,,,,,,
ENSG00000201006.1,chr2,120651272,120651374,102,NaN,,,,,,,
ENSG00000229774.1,chr2,120686634,120710517,23883,NaN,,,,,,,
ENSG00000074047.22,chr2,120735622,120992653,257031,2,2,0,2,2,2,2,2
ENSG00000271709.1,chr2,120866377,120867403,1026,NaN,,,,,,,
ENSG00000201584.1,chr2,121040609,121040710,101,NaN,,,,,,,
ENSG00000234455.1,chr2,121081436,121088726,7290,NaN,,,,,,,
ENSG00000236145.1,chr2,121178326,121182580,4254,NaN,,,,,,,
ENSG00000115112.8,chr2,121216586,121285202,68616,1.34,1,0.71,1,1,1,1,5
ENSG00000232723.1,chr2,121309994,121310412,418,NaN,,,,,,,
ENSG00000074054.19,chr2,121337775,121649476,311701,21.5,20,9.14,1,19,20,27,58
ENSG00000265451.1,chr2,121530421,121532705,2284,20.2,20,0.59,20,20,20,20,24
ENSG00000264229.1,chr2,121530880,121531007,127,20,20,0,20,20,20,20,20
ENSG00000222467.1,chr2,121603072,121603164,92,20,20,0,20,20,20,20,20
ENSG00000236859.7,chr2,121649319,121728563,79244,6.2,2,11.27,1,1,2,3,59
ENSG00000230993.1,chr2,121658474,121658973,499,1,1,0,1,1,1,1,1
ENSG00000279721.1,chr2,121688202,121689714,1512,1.39,1,0.49,1,1,1,2,2
ENSG00000213239.3,chr2,121708511,121709115,604,NaN,,,,,,,
ENSG00000155438.12,chr2,121726944,121736911,9967,51.21,47,15.52,1,41,47,61,87
ENSG00000211460.12,chr2,121737102,121767853,30751,58,60,19.32,2,45,60,66,116
ENSG00000270798.1,chr2,121743478,121745921,2443,NaN,,,,,,,
ENSG00000224655.7,chr2,121779132,121809962,30830,1,1,0,1,1,1,1,1
ENSG00000286481.1,chr2,121902500,122887691,985191,1.13,1,0.34,1,1,1,1,2
ENSG00000287871.1,chr2,122503365,122505118,1753,NaN,,,,,,,
ENSG00000237856.1,chr2,123065320,123067722,2402,NaN,,,,,,,
ENSG00000232740.1,chr2,123066150,123073481,7331,NaN,,,,,,,
ENSG00000287854.1,chr2,123421485,123438693,17208,NaN,,,,,,,
ENSG00000226708.1,chr2,123443265,123444445,1180,NaN,,,,,,,
ENSG00000235640.1,chr2,123695301,123697396,2095,NaN,,,,,,,
ENSG00000227738.1,chr2,123762170,123763071,901,NaN,,,,,,,
ENSG00000279874.1,chr2,123850521,123850695,174,1,1,0,1,1,1,1,1
ENSG00000223118.1,chr2,123869255,123869570,315,1,1,0,1,1,1,1,1
ENSG00000228400.2,chr2,124011983,124025173,13190,NaN,,,,,,,
ENSG00000155052.14,chr2,124025286,124915287,890001,NaN,,,,,,,
ENSG00000238046.1,chr2,124680721,124680916,195,NaN,,,,,,,
ENSG00000286384.1,chr2,124695241,124696530,1289,NaN,,,,,,,
ENSG00000270815.1,chr2,124778453,124778640,187,NaN,,,,,,,
ENSG00000252674.1,chr2,124932914,124933020,106,NaN,,,,,,,
ENSG00000206726.1,chr2,124989218,124989325,107,NaN,,,,,,,
ENSG00000286206.1,chr2,125665330,125717150,51820,NaN,,,,,,,
ENSG00000235491.1,chr2,125710968,125765842,54874,NaN,,,,,,,
ENSG00000224410.1,chr2,125823107,125823315,208,NaN,,,,,,,
ENSG00000226813.3,chr2,126109760,126118023,8263,NaN,,,,,,,
ENSG00000286515.1,chr2,126154582,126203372,48790,NaN,,,,,,,
ENSG00000235774.2,chr2,126308493,126343992,35499,NaN,,,,,,,
ENSG00000236655.1,chr2,126311465,126311927,462,NaN,,,,,,,
ENSG00000213236.3,chr2,126557434,126558162,728,1.98,2,0.98,1,1,2,3,4
ENSG00000288524.1,chr2,126640707,126646233,5526,2,2,0,2,2,2,2,2
ENSG00000136732.16,chr2,126656132,126696667,40535,946.37,936,82.94,29,933,936,939,1276
ENSG00000235128.1,chr2,126679621,126680420,799,936,936,0,936,936,936,936,936
ENSG00000206963.1,chr2,126702838,126702942,104,1,1,0,1,1,1,1,1
ENSG00000237524.10,chr2,126898863,126902097,3234,NaN,,,,,,,
ENSG00000238788.1,chr2,127017420,127017482,62,NaN,,,,,,,
ENSG00000260634.1,chr2,127024251,127025723,1472,NaN,,,,,,,
ENSG00000286971.1,chr2,127024865,127033948,9083,NaN,,,,,,,
ENSG00000260163.1,chr2,127025210,127029686,4476,NaN,,,,,,,
ENSG00000136717.15,chr2,127048026,127107288,59262,90.14,65,58.14,1,31,65,144,242
ENSG00000286400.1,chr2,127141975,127143793,1818,1,1,0,1,1,1,1,1
ENSG00000237630.1,chr2,127170010,127170231,221,1,1,0,1,1,1,1,1
ENSG00000186684.14,chr2,127183831,127220313,36482,1,1,0,1,1,1,1,1
ENSG00000226789.1,chr2,127247257,127250082,2825,1,1,0,1,1,1,1,1
ENSG00000163161.14,chr2,127257289,127294166,36877,47.15,48,8.96,1,42,48,53,88
ENSG00000286145.2,chr2,127294211,127375075,80864,42.05,33,13.13,1,32,33,53,98
ENSG00000169967.16,chr2,127298729,127388465,89736,40.56,32,12.78,1,32,32,52,98
ENSG00000200250.1,chr2,127316872,127316979,107,56.24,56,0.43,56,56,56,56,57
ENSG00000236682.2,chr2,127388183,127400580,12397,5.01,1,5.37,1,1,1,11,17
ENSG00000287742.1,chr2,127406730,127408221,1491,1,1,0,1,1,1,1,1
ENSG00000115718.18,chr2,127418426,127429242,10816,2.41,2,1.17,1,2,2,3,8
ENSG00000264075.1,chr2,127423536,127423618,82,2,2,0,2,2,2,2,2
ENSG00000163166.15,chr2,127436206,127526886,90680,27.02,32,25.55,1,1,32,46,84
ENSG00000231731.7,chr2,127455393,127514623,59230,33.38,40,26.36,1,2,40,48,84
ENSG00000202429.1,chr2,127472233,127472415,182,1,1,0,1,1,1,1,1
ENSG00000169994.18,chr2,127535801,127637729,101928,3.96,2,6.46,1,1,2,3,51
ENSG00000272789.1,chr2,127625996,127626848,852,2.11,2,1.06,1,1,2,3,5
ENSG00000072163.20,chr2,127638380,127681786,43406,7.62,5,5.9,1,4,5,10,22
ENSG00000144230.16,chr2,127645863,127652639,6776,1,1,0,1,1,1,1,1
ENSG00000136709.12,chr2,127701026,127811187,110161,45.31,44,11.15,1,38,44,55,74
ENSG00000173349.6,chr2,127701496,127705242,3746,17.67,18,13.31,1,4,18,29,49
ENSG00000201470.1,chr2,127798902,127798998,96,54,54,0,54,54,54,54,54
ENSG00000200390.1,chr2,127829746,127829852,106,NaN,,,,,,,
ENSG00000274010.1,chr2,127840605,127841763,1158,NaN,,,,,,,
ENSG00000144231.11,chr2,127843552,127858155,14603,25.06,27,8.6,1,23.25,27,29,49
ENSG00000202532.1,chr2,127845235,127845341,106,14.15,14,1.97,10,13,14,16,17
ENSG00000244563.1,chr2,127846735,127847084,349,26.59,27,3.22,20,25,27,29,34
ENSG00000273950.1,chr2,127856889,127857147,258,27,27,0,27,27,27,27,27
ENSG00000144233.10,chr2,127861629,127885956,24327,25.65,27,6.9,1,19,27,32,46
ENSG00000272667.1,chr2,127886555,127887185,630,11.18,13,4.39,2,7,13,15,18
ENSG00000286873.1,chr2,127888828,127892732,3904,1.55,1,1.01,1,1,1,2,6
ENSG00000204399.3,chr2,127931326,127931440,114,NaN,,,,,,,
ENSG00000136715.19,chr2,127941216,128028120,86904,22.98,20,8.13,1,17,20,28,69
ENSG00000234044.1,chr2,128067193,128067407,214,NaN,,,,,,,
ENSG00000200432.1,chr2,128067799,128067901,102,NaN,,,,,,,
ENSG00000136731.13,chr2,128091199,128195677,104478,45.94,46,11.19,1,38,46,50,97
ENSG00000229173.1,chr2,128139791,128140516,725,53,53,0,53,53,53,53,53
ENSG00000232101.1,chr2,128151153,128151304,151,45,45,0,45,45,45,45,45
ENSG00000229758.2,chr2,128199900,128200195,295,NaN,,,,,,,
ENSG00000185631.7,chr2,128203360,128203775,415,NaN,,,,,,,
ENSG00000238180.1,chr2,128217587,128218072,485,NaN,,,,,,,
ENSG00000136720.7,chr2,128236715,128318868,82153,11.6,12,4.42,1,12,12,12,42
ENSG00000252742.1,chr2,128350828,128350927,99,1,1,0,1,1,1,1,1
ENSG00000238379.1,chr2,128445080,128445198,118,NaN,,,,,,,
ENSG00000227653.1,chr2,128518787,128519177,390,NaN,,,,,,,
ENSG00000237532.1,chr2,128580490,128581576,1086,NaN,,,,,,,
ENSG00000238277.1,chr2,129063845,129071725,7880,NaN,,,,,,,
ENSG00000204460.3,chr2,129242172,129273848,31676,NaN,,,,,,,
ENSG00000233428.1,chr2,129496296,129496788,492,NaN,,,,,,,
ENSG00000229536.3,chr2,129825125,129877664,52539,1,1,0,1,1,1,1,1
ENSG00000286957.1,chr2,129877895,129884441,6546,1,1,0,1,1,1,1,1
ENSG00000214100.8,chr2,129922862,129934317,11455,NaN,,,,,,,
ENSG00000237574.1,chr2,129923176,129946703,23527,NaN,,,,,,,
ENSG00000234559.1,chr2,129939847,129940217,370,NaN,,,,,,,
ENSG00000225449.3,chr2,129966591,129980466,13875,2.01,2,1.21,1,1,2,2,4
ENSG00000222014.6,chr2,129979665,129982738,3073,5.19,2,6.45,1,2,2,4,19
ENSG00000284619.1,chr2,129988157,129990530,2373,NaN,,,,,,,
ENSG00000286026.1,chr2,129990455,130028412,37957,NaN,,,,,,,
ENSG00000250207.1,chr2,129992601,129993105,504,NaN,,,,,,,
ENSG00000217289.3,chr2,129992888,129994040,1152,NaN,,,,,,,
ENSG00000231147.2,chr2,130006199,130009123,2924,NaN,,,,,,,
ENSG00000180178.11,chr2,130012064,130040560,28496,NaN,,,,,,,
ENSG00000286058.1,chr2,130026844,130051131,24287,NaN,,,,,,,
ENSG00000231240.1,chr2,130036957,130038422,1465,NaN,,,,,,,
ENSG00000248313.1,chr2,130048425,130049440,1015,NaN,,,,,,,
ENSG00000196604.13,chr2,130073534,130129222,55688,NaN,,,,,,,
ENSG00000228471.1,chr2,130082091,130082220,129,NaN,,,,,,,
ENSG00000224087.1,chr2,130107683,130109741,2058,NaN,,,,,,,
ENSG00000252223.1,chr2,130109203,130109310,107,NaN,,,,,,,
ENSG00000223760.4,chr2,130129620,130139417,9797,NaN,,,,,,,
ENSG00000152076.19,chr2,130139286,130145134,5848,NaN,,,,,,,
ENSG00000136699.19,chr2,130151391,130182750,31359,NaN,,,,,,,
ENSG00000152082.15,chr2,130181736,130190729,8993,NaN,,,,,,,
ENSG00000152086.9,chr2,130191744,130198439,6695,NaN,,,,,,,
ENSG00000227632.2,chr2,130202311,130212628,10317,NaN,,,,,,,
ENSG00000230756.1,chr2,130212869,130213490,621,NaN,,,,,,,
ENSG00000213225.7,chr2,130229378,130232106,2728,NaN,,,,,,,
ENSG00000234398.1,chr2,130245970,130248770,2800,NaN,,,,,,,
ENSG00000236595.1,chr2,130251567,130252559,992,NaN,,,,,,,
ENSG00000237722.2,chr2,130270439,130272272,1833,NaN,,,,,,,
ENSG00000231954.1,chr2,130272478,130273511,1033,NaN,,,,,,,
ENSG00000236211.1,chr2,130273907,130275449,1542,NaN,,,,,,,
ENSG00000230496.1,chr2,130275591,130276257,666,NaN,,,,,,,
ENSG00000232990.2,chr2,130276506,130277187,681,NaN,,,,,,,
ENSG00000249997.1,chr2,130277183,130277957,774,NaN,,,,,,,
ENSG00000283940.1,chr2,130278035,130278376,341,NaN,,,,,,,
ENSG00000284171.1,chr2,130278443,130278739,296,NaN,,,,,,,
ENSG00000230548.1,chr2,130278756,130280110,1354,NaN,,,,,,,
ENSG00000234934.1,chr2,130280298,130282105,1807,NaN,,,,,,,
ENSG00000248136.1,chr2,130282084,130282606,522,NaN,,,,,,,
ENSG00000233550.1,chr2,130282678,130283329,651,NaN,,,,,,,
ENSG00000226915.1,chr2,130293821,130294405,584,NaN,,,,,,,
ENSG00000271435.1,chr2,130313933,130314411,478,NaN,,,,,,,
ENSG00000224352.1,chr2,130330141,130330285,144,NaN,,,,,,,
ENSG00000136710.10,chr2,130337932,130342699,4767,NaN,,,,,,,
ENSG00000136718.10,chr2,130342876,130347967,5091,NaN,,,,,,,
ENSG00000072135.13,chr2,130356044,130375405,19361,NaN,,,,,,,
ENSG00000178162.8,chr2,130416754,130431363,14609,NaN,,,,,,,
ENSG00000230646.1,chr2,130427730,130429225,1495,NaN,,,,,,,
ENSG00000239402.3,chr2,130429826,130441413,11587,NaN,,,,,,,
ENSG00000196834.12,chr2,130459454,130509707,50253,16.02,16,0.63,1,16,16,16,34
ENSG00000251973.1,chr2,130497742,130497849,107,16,16,0,16,16,16,16,16
ENSG00000225819.1,chr2,130515996,130526691,10695,16,16,0,16,16,16,16,16
ENSG00000274711.1,chr2,130517048,130517312,264,16,16,0,16,16,16,16,16
ENSG00000152093.8,chr2,130521196,130528604,7408,16,16,0,16,16,16,16,16
ENSG00000225341.1,chr2,130530274,130537182,6908,16,16,0,16,16,16,16,16
ENSG00000184761.8,chr2,130539094,130549883,10789,16,16,0,16,16,16,16,16
ENSG00000183292.13,chr2,130570828,130584161,13333,16.02,16,0.18,16,16,16,16,18
ENSG00000232408.1,chr2,130583548,130590463,6915,16.09,16,0.41,16,16,16,16,18
ENSG00000136698.10,chr2,130592164,130599575,7411,16,16,0,16,16,16,16,16
ENSG00000277668.1,chr2,130603460,130603724,264,16,16,0,16,16,16,16,16
ENSG00000222038.3,chr2,130611480,130658091,46611,15.74,16,2.24,1,16,16,16,41
ENSG00000251757.1,chr2,130622837,130622944,107,16,16,0,16,16,16,16,16
ENSG00000214081.8,chr2,130680049,130685863,5814,1,1,0,1,1,1,1,1
ENSG00000282944.1,chr2,130681227,130691691,10464,1.03,1,0.26,1,1,1,1,3
ENSG00000240253.6,chr2,130690132,130718831,28699,1.23,1,0.45,1,1,1,1,4
ENSG00000223349.1,chr2,130692242,130693770,1528,1,1,0,1,1,1,1,1
ENSG00000173302.5,chr2,130729069,130730336,1267,1,1,0,1,1,1,1,1
ENSG00000229797.2,chr2,130742958,130755879,12921,1,1,0,1,1,1,1,1
ENSG00000178171.11,chr2,130755539,130768134,12595,1,1,0,1,1,1,1,1
ENSG00000232503.1,chr2,130776645,130776957,312,1,1,0,1,1,1,1,1
ENSG00000233221.7,chr2,130830977,130836994,6017,1,1,0,1,1,1,1,1
ENSG00000136002.20,chr2,130836913,131047263,210350,1.3,1,1.1,1,1,1,1,14
ENSG00000281159.1,chr2,130929761,130929883,122,1,1,0,1,1,1,1,1
ENSG00000281516.1,chr2,130929761,130929884,123,1,1,0,1,1,1,1,1
ENSG00000284479.1,chr2,131035091,131035262,171,4.51,5,0.5,4,4,5,5,5
ENSG00000152102.18,chr2,131047875,131093460,45585,51.86,51,9.52,1,47,51,52,113
ENSG00000115762.16,chr2,131104846,131353709,248863,35.09,1,55.4,1,1,1,110,203
ENSG00000230450.1,chr2,131177617,131178946,1329,1,1,0,1,1,1,1,1
ENSG00000225448.1,chr2,131181152,131181369,217,1,1,0,1,1,1,1,1
ENSG00000236956.2,chr2,131189833,131198007,8174,1,1,0,1,1,1,1,1
ENSG00000285819.1,chr2,131191640,131209211,17571,1,1,0,1,1,1,1,1
ENSG00000248796.1,chr2,131201141,131202941,1800,1,1,0,1,1,1,1,1
ENSG00000188219.14,chr2,131218066,131265278,47212,1.03,1,0.62,1,1,1,1,18
ENSG00000212199.1,chr2,131229606,131229713,107,1,1,0,1,1,1,1,1
ENSG00000231431.7,chr2,131279289,131309068,29779,NaN,,,,,,,
ENSG00000236516.1,chr2,131299219,131300444,1225,NaN,,,,,,,
ENSG00000284604.1,chr2,131303036,131355683,52647,1,1,0,1,1,1,1,1
ENSG00000227817.4,chr2,131328175,131330857,2682,NaN,,,,,,,
ENSG00000284706.1,chr2,131335501,131355769,20268,1,1,0,1,1,1,1,1
ENSG00000224425.2,chr2,131352213,131353239,1026,1,1,0,1,1,1,1,1
ENSG00000233087.7,chr2,131361110,131364142,3032,10,10,,10,10,10,10,10
ENSG00000283303.1,chr2,131363363,131364881,1518,NaN,,,,,,,
ENSG00000233285.1,chr2,131369061,131369711,650,NaN,,,,,,,
ENSG00000227275.1,chr2,131369784,131370301,517,NaN,,,,,,,
ENSG00000235080.2,chr2,131370305,131372075,1770,NaN,,,,,,,
ENSG00000231777.1,chr2,131372293,131373650,1357,NaN,,,,,,,
ENSG00000284003.1,chr2,131373646,131379675,6029,NaN,,,,,,,
ENSG00000283865.1,chr2,131379742,131380083,341,NaN,,,,,,,
ENSG00000227661.1,chr2,131380152,131380913,761,NaN,,,,,,,
ENSG00000236590.1,chr2,131380915,131381590,675,NaN,,,,,,,
ENSG00000234480.1,chr2,131381839,131382497,658,NaN,,,,,,,
ENSG00000237910.1,chr2,131382642,131384061,1419,NaN,,,,,,,
ENSG00000234939.1,chr2,131384460,131385490,1030,NaN,,,,,,,
ENSG00000234576.2,chr2,131385699,131386314,615,NaN,,,,,,,
ENSG00000226831.1,chr2,131395216,131395542,326,NaN,,,,,,,
ENSG00000276460.1,chr2,131398438,131401250,2812,NaN,,,,,,,
ENSG00000223631.2,chr2,131402777,131410050,7273,NaN,,,,,,,
ENSG00000284659.1,chr2,131419664,131419784,120,NaN,,,,,,,
ENSG00000214077.4,chr2,131423800,131424867,1067,NaN,,,,,,,
ENSG00000217950.4,chr2,131442643,131444587,1944,NaN,,,,,,,
ENSG00000232742.3,chr2,131460998,131461577,579,5.63,6,0.49,5,5,6,6,6
ENSG00000273073.1,chr2,131461820,131463615,1795,5.36,1,5.16,1,1,1,12,13
ENSG00000173272.16,chr2,131464899,131492743,27844,63.03,9,74.8,1,7,9,165,194
ENSG00000075886.11,chr2,131476118,131482934,6816,7.22,7,1.18,6,6,7,8,11
ENSG00000284149.1,chr2,131491159,131491236,77,168.21,168,0.71,167,168,168,169,169
ENSG00000152117.17,chr2,131492812,131521573,28761,20.44,19,9.43,2,15,19,27,85
ENSG00000163040.14,chr2,131527674,131533666,5992,1.77,2,0.67,1,1,2,2,3
ENSG00000224679.1,chr2,131535186,131536988,1802,NaN,,,,,,,
ENSG00000286208.1,chr2,131555006,131568599,13593,NaN,,,,,,,
ENSG00000204434.6,chr2,131591751,131628147,36396,2.5,3,0.54,1,2,3,3,3
ENSG00000251956.1,chr2,131602789,131602896,107,NaN,,,,,,,
ENSG00000224559.2,chr2,131637024,131649615,12591,NaN,,,,,,,
ENSG00000270930.1,chr2,131646703,131648372,1669,NaN,,,,,,,
ENSG00000287151.1,chr2,131647989,131767404,119415,1.54,1,1.24,1,1,1,1,11
ENSG00000288031.1,chr2,131692391,131697954,5563,1.1,1,0.3,1,1,1,1,2
ENSG00000197927.13,chr2,131722416,131751669,29253,1.58,1,0.95,1,1,1,2,6
ENSG00000213222.3,chr2,131723252,131724279,1027,2.25,2,1.21,1,1,2,3,5
ENSG00000287071.1,chr2,131758030,131767221,9191,1.39,1,0.73,1,1,1,1,3
ENSG00000186825.6,chr2,131794960,131801661,6701,NaN,,,,,,,
ENSG00000274353.1,chr2,131821986,131822920,934,NaN,,,,,,,
ENSG00000229203.1,chr2,131829800,131832031,2231,NaN,,,,,,,
ENSG00000232760.1,chr2,131833782,131836532,2750,NaN,,,,,,,
ENSG00000244337.2,chr2,131958276,131965535,7259,NaN,,,,,,,
ENSG00000235615.2,chr2,131964730,131979873,15143,NaN,,,,,,,
ENSG00000236485.1,chr2,131983936,131994161,10225,NaN,,,,,,,
ENSG00000287414.1,chr2,132010194,132017000,6806,NaN,,,,,,,
ENSG00000226886.1,chr2,132037786,132037993,207,NaN,,,,,,,
ENSG00000271179.1,chr2,132080289,132080755,466,NaN,,,,,,,
ENSG00000225594.1,chr2,132087288,132102564,15276,NaN,,,,,,,
ENSG00000227745.1,chr2,132132855,132139429,6574,NaN,,,,,,,
ENSG00000163046.15,chr2,132147590,132257969,110379,NaN,,,,,,,
ENSG00000239108.1,chr2,132152242,132152349,107,NaN,,,,,,,
ENSG00000202174.1,chr2,132253153,132253305,152,NaN,,,,,,,
ENSG00000221288.1,chr2,132256965,132257080,115,NaN,,,,,,,
ENSG00000233786.1,chr2,132262327,132263042,715,NaN,,,,,,,
ENSG00000230803.1,chr2,132285794,132294377,8583,NaN,,,,,,,
ENSG00000018607.7,chr2,132304805,132326855,22050,NaN,,,,,,,
ENSG00000272769.1,chr2,132345615,132347297,1682,NaN,,,,,,,
ENSG00000286833.1,chr2,132347472,132365130,17658,NaN,,,,,,,
ENSG00000230992.3,chr2,132352721,132353318,597,NaN,,,,,,,
ENSG00000252705.1,chr2,132406751,132406858,107,NaN,,,,,,,
ENSG00000183840.7,chr2,132416804,132646582,229778,NaN,,,,,,,
ENSG00000232349.2,chr2,132488553,132489088,535,NaN,,,,,,,
ENSG00000200718.1,chr2,132523616,132523936,320,NaN,,,,,,,
ENSG00000150551.11,chr2,132643285,132671579,28294,NaN,,,,,,,
ENSG00000230065.1,chr2,132660525,132666990,6465,NaN,,,,,,,
ENSG00000176771.17,chr2,132671787,133568463,896676,NaN,,,,,,,
ENSG00000286068.1,chr2,132685223,132816896,131673,NaN,,,,,,,
ENSG00000228721.1,chr2,132911095,132911261,166,NaN,,,,,,,
ENSG00000233729.1,chr2,132915556,132931494,15938,NaN,,,,,,,
ENSG00000279512.1,chr2,133117003,133119052,2049,NaN,,,,,,,
ENSG00000226953.8,chr2,133264967,133285445,20478,NaN,,,,,,,
ENSG00000252688.1,chr2,133333828,133333930,102,NaN,,,,,,,
ENSG00000222068.1,chr2,133391108,133391398,290,NaN,,,,,,,
ENSG00000232474.1,chr2,133431665,133433897,2232,NaN,,,,,,,
ENSG00000223430.1,chr2,133554314,133558227,3913,NaN,,,,,,,
ENSG00000200708.1,chr2,133596090,133596399,309,NaN,,,,,,,
ENSG00000286697.1,chr2,134028607,134032597,3990,NaN,,,,,,,
ENSG00000152127.9,chr2,134119982,134454621,334639,14.62,15,0.49,14,14,15,15,15
ENSG00000263813.1,chr2,134127124,134127192,68,NaN,,,,,,,
